Epoch,Time,LR,Loss,Loss_data,Loss_T_bound,Loss_NSE,Loss_EE,Loss_conti,MAE_u,MAE_v,MAE_w,MAE_T,MAE_p,COR_u,COR_v,COR_w,COR_T,COR_p
515,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000015,0.0000258,0.0004515,0.0004523,0.0006459,0.0206943,0.5076835,0.9999693,0.9999594,0.9999722,0.9914396,0.3099580
516,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000263,0.0004438,0.0004430,0.0006173,0.0206604,0.5076819,0.9999710,0.9999613,0.9999755,0.9914632,0.3099492
517,10.79,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000014,0.0000261,0.0004359,0.0004391,0.0006245,0.0206470,0.5076837,0.9999717,0.9999619,0.9999747,0.9914746,0.3099941
518,10.79,0.000010,0.0000003,0.0000002,0.0000015,0.0000007,0.0000015,0.0000271,0.0004573,0.0004531,0.0006589,0.0206401,0.5076817,0.9999693,0.9999596,0.9999713,0.9914863,0.3099835
519,10.78,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000266,0.0004486,0.0004398,0.0006099,0.0206238,0.5076858,0.9999705,0.9999610,0.9999769,0.9915075,0.3100030
520,10.78,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000015,0.0000258,0.0004568,0.0004524,0.0006072,0.0206293,0.5077006,0.9999689,0.9999584,0.9999767,0.9915025,0.3100110
521,10.78,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000271,0.0004324,0.0004473,0.0006446,0.0205778,0.5077044,0.9999722,0.9999612,0.9999723,0.9915243,0.3100647
522,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000014,0.0000256,0.0004417,0.0004508,0.0006359,0.0206050,0.5077085,0.9999704,0.9999594,0.9999731,0.9915195,0.3100497
523,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000015,0.0000257,0.0004297,0.0004387,0.0006204,0.0205904,0.5077138,0.9999724,0.9999626,0.9999741,0.9915316,0.3100786
524,10.78,0.000010,0.0000003,0.0000002,0.0000018,0.0000007,0.0000015,0.0000276,0.0004260,0.0004305,0.0006333,0.0205522,0.5077187,0.9999735,0.9999644,0.9999740,0.9915524,0.3101156
525,10.77,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000015,0.0000275,0.0004630,0.0004779,0.0006834,0.0205416,0.5077246,0.9999679,0.9999560,0.9999669,0.9915578,0.3101034
526,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000263,0.0004388,0.0004458,0.0006219,0.0205450,0.5077291,0.9999715,0.9999612,0.9999749,0.9915686,0.3101051
527,10.78,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000015,0.0000264,0.0004286,0.0004384,0.0006374,0.0204937,0.5077248,0.9999728,0.9999633,0.9999732,0.9915911,0.3101129
528,10.77,0.000010,0.0000003,0.0000002,0.0000020,0.0000007,0.0000016,0.0000299,0.0004475,0.0004406,0.0006100,0.0205117,0.5077379,0.9999705,0.9999613,0.9999757,0.9915876,0.3101279
529,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000264,0.0004534,0.0004522,0.0006363,0.0205002,0.5077454,0.9999694,0.9999594,0.9999728,0.9916002,0.3101072
530,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000260,0.0004562,0.0004559,0.0006560,0.0204690,0.5077459,0.9999689,0.9999594,0.9999713,0.9916158,0.3101215
531,10.76,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000014,0.0000263,0.0004467,0.0004516,0.0006706,0.0204824,0.5077547,0.9999700,0.9999598,0.9999701,0.9916050,0.3101575
532,10.78,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000253,0.0004619,0.0004552,0.0006479,0.0204593,0.5077599,0.9999681,0.9999584,0.9999726,0.9916261,0.3101698
533,10.82,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000014,0.0000256,0.0004400,0.0004477,0.0006620,0.0204252,0.5077522,0.9999710,0.9999619,0.9999704,0.9916373,0.3101765
534,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000257,0.0004361,0.0004418,0.0006381,0.0203926,0.5077662,0.9999716,0.9999621,0.9999728,0.9916605,0.3102068
535,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000015,0.0000254,0.0004365,0.0004376,0.0006201,0.0204014,0.5077732,0.9999720,0.9999630,0.9999745,0.9916617,0.3102248
536,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000254,0.0004514,0.0004541,0.0006547,0.0203906,0.5077798,0.9999697,0.9999595,0.9999713,0.9916620,0.3102491
537,10.75,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000252,0.0004415,0.0004475,0.0006399,0.0203969,0.5077816,0.9999704,0.9999605,0.9999723,0.9916633,0.3102401
538,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000014,0.0000259,0.0004587,0.0004640,0.0006561,0.0203705,0.5077887,0.9999683,0.9999580,0.9999712,0.9916804,0.3102494
539,10.75,0.000010,0.0000003,0.0000002,0.0000013,0.0000007,0.0000014,0.0000269,0.0004271,0.0004347,0.0006339,0.0203347,0.5077870,0.9999728,0.9999636,0.9999729,0.9916986,0.3102644
540,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000258,0.0004548,0.0004546,0.0006415,0.0203310,0.5077992,0.9999693,0.9999595,0.9999725,0.9917009,0.3102683
541,10.80,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000254,0.0004501,0.0004563,0.0006748,0.0203338,0.5077944,0.9999697,0.9999595,0.9999687,0.9917082,0.3102935
542,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000256,0.0004150,0.0004157,0.0005828,0.0203018,0.5078055,0.9999747,0.9999664,0.9999781,0.9917301,0.3103192
543,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000260,0.0004553,0.0004583,0.0006558,0.0203129,0.5078145,0.9999688,0.9999582,0.9999713,0.9917241,0.3103347
544,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000266,0.0004348,0.0004369,0.0006434,0.0202857,0.5078106,0.9999717,0.9999631,0.9999722,0.9917400,0.3103331
545,10.78,0.000010,0.0000003,0.0000002,0.0000018,0.0000007,0.0000015,0.0000276,0.0004698,0.0004765,0.0006998,0.0203073,0.5078182,0.9999670,0.9999554,0.9999664,0.9917327,0.3103496
546,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000014,0.0000261,0.0004443,0.0004490,0.0006353,0.0202543,0.5078298,0.9999705,0.9999603,0.9999731,0.9917649,0.3103422
547,10.78,0.000010,0.0000003,0.0000002,0.0000013,0.0000007,0.0000015,0.0000272,0.0004453,0.0004483,0.0006629,0.0202260,0.5078251,0.9999710,0.9999613,0.9999713,0.9917727,0.3103685
548,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000255,0.0004661,0.0004685,0.0006653,0.0202374,0.5078341,0.9999675,0.9999567,0.9999700,0.9917750,0.3103819
549,10.78,0.000010,0.0000003,0.0000002,0.0000011,0.0000006,0.0000014,0.0000262,0.0004421,0.0004452,0.0006422,0.0202062,0.5078279,0.9999713,0.9999608,0.9999729,0.9917965,0.3103695
550,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000251,0.0004257,0.0004283,0.0006051,0.0202080,0.5078493,0.9999732,0.9999642,0.9999759,0.9918002,0.3104413
551,10.78,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000015,0.0000262,0.0004374,0.0004431,0.0006449,0.0201947,0.5078380,0.9999717,0.9999623,0.9999722,0.9917992,0.3104315
552,10.77,0.000010,0.0000003,0.0000002,0.0000012,0.0000006,0.0000014,0.0000257,0.0004189,0.0004255,0.0005931,0.0201520,0.5078512,0.9999740,0.9999650,0.9999772,0.9918341,0.3104122
553,10.74,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000258,0.0004386,0.0004443,0.0006277,0.0201558,0.5078559,0.9999715,0.9999614,0.9999738,0.9918248,0.3104435
554,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000256,0.0004583,0.0004546,0.0006214,0.0201575,0.5078578,0.9999687,0.9999587,0.9999748,0.9918308,0.3104217
555,10.79,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000252,0.0004317,0.0004361,0.0006049,0.0201844,0.5078627,0.9999723,0.9999624,0.9999765,0.9918189,0.3104258
556,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000256,0.0004395,0.0004459,0.0006216,0.0201846,0.5078691,0.9999710,0.9999601,0.9999744,0.9918212,0.3104435
557,10.79,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000014,0.0000258,0.0004266,0.0004262,0.0006189,0.0201073,0.5078686,0.9999733,0.9999648,0.9999750,0.9918577,0.3104756
558,10.76,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000259,0.0004734,0.0004650,0.0006854,0.0201243,0.5078675,0.9999672,0.9999574,0.9999686,0.9918554,0.3104703
559,10.80,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000014,0.0000268,0.0004521,0.0004632,0.0006566,0.0201289,0.5078716,0.9999691,0.9999573,0.9999707,0.9918593,0.3104979
560,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000252,0.0004680,0.0004641,0.0006376,0.0201107,0.5078734,0.9999673,0.9999563,0.9999735,0.9918708,0.3105021
561,10.76,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000015,0.0000266,0.0004213,0.0004195,0.0005996,0.0200520,0.5078803,0.9999743,0.9999660,0.9999770,0.9919002,0.3105234
562,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000252,0.0004385,0.0004450,0.0006254,0.0200654,0.5078861,0.9999717,0.9999610,0.9999744,0.9918943,0.3105478
563,10.80,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000250,0.0004412,0.0004447,0.0006187,0.0200534,0.5078852,0.9999707,0.9999604,0.9999750,0.9919059,0.3105552
564,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000249,0.0004335,0.0004383,0.0006210,0.0200552,0.5078970,0.9999717,0.9999620,0.9999744,0.9919040,0.3105658
565,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000255,0.0004125,0.0004174,0.0005820,0.0200282,0.5079048,0.9999750,0.9999663,0.9999779,0.9919237,0.3105796
566,10.97,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000250,0.0004438,0.0004505,0.0006339,0.0200235,0.5079064,0.9999709,0.9999607,0.9999735,0.9919269,0.3105771
567,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000252,0.0004241,0.0004239,0.0006055,0.0200207,0.5079142,0.9999734,0.9999644,0.9999762,0.9919337,0.3106154
568,10.78,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000014,0.0000252,0.0004279,0.0004330,0.0006154,0.0199959,0.5079105,0.9999726,0.9999630,0.9999748,0.9919423,0.3106281
569,10.73,0.000010,0.0000003,0.0000002,0.0000011,0.0000006,0.0000014,0.0000260,0.0004532,0.0004530,0.0006618,0.0199918,0.5079117,0.9999700,0.9999599,0.9999705,0.9919475,0.3106223
570,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000014,0.0000259,0.0004256,0.0004323,0.0006287,0.0199595,0.5079240,0.9999732,0.9999637,0.9999732,0.9919683,0.3106458
571,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000258,0.0004298,0.0004397,0.0006407,0.0199540,0.5079297,0.9999726,0.9999627,0.9999723,0.9919683,0.3106603
572,10.81,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000254,0.0004486,0.0004479,0.0006461,0.0199180,0.5079257,0.9999703,0.9999605,0.9999725,0.9919947,0.3106635
573,10.79,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000257,0.0004685,0.0004607,0.0006464,0.0199065,0.5079354,0.9999675,0.9999578,0.9999722,0.9920002,0.3106817
574,10.78,0.000010,0.0000003,0.0000002,0.0000013,0.0000007,0.0000014,0.0000267,0.0004529,0.0004449,0.0006458,0.0199199,0.5079375,0.9999703,0.9999619,0.9999725,0.9920017,0.3106998
575,10.87,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000252,0.0004389,0.0004362,0.0005942,0.0199091,0.5079455,0.9999717,0.9999622,0.9999773,0.9920144,0.3107048
576,10.75,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000014,0.0000271,0.0004315,0.0004428,0.0006267,0.0198970,0.5079467,0.9999724,0.9999616,0.9999732,0.9920248,0.3107019
577,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000252,0.0004452,0.0004506,0.0006259,0.0199315,0.5079486,0.9999701,0.9999591,0.9999741,0.9920093,0.3107080
578,10.89,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000250,0.0004399,0.0004431,0.0006231,0.0199119,0.5079576,0.9999712,0.9999614,0.9999743,0.9920233,0.3107592
579,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000245,0.0004432,0.0004492,0.0006121,0.0199071,0.5079665,0.9999703,0.9999595,0.9999754,0.9920314,0.3107363
580,10.76,0.000010,0.0000003,0.0000002,0.0000014,0.0000006,0.0000014,0.0000266,0.0004648,0.0004590,0.0006628,0.0198749,0.5079579,0.9999684,0.9999586,0.9999706,0.9920450,0.3107601
581,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000014,0.0000250,0.0004546,0.0004576,0.0006488,0.0198557,0.5079755,0.9999689,0.9999585,0.9999719,0.9920627,0.3107794
582,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000254,0.0004496,0.0004519,0.0006430,0.0198451,0.5079750,0.9999701,0.9999594,0.9999717,0.9920696,0.3107439
583,10.79,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000255,0.0004581,0.0004591,0.0006566,0.0198482,0.5079666,0.9999688,0.9999584,0.9999710,0.9920637,0.3107865
584,10.76,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000014,0.0000251,0.0004401,0.0004449,0.0006410,0.0198318,0.5079679,0.9999710,0.9999610,0.9999725,0.9920774,0.3107892
585,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000248,0.0004619,0.0004620,0.0006495,0.0197936,0.5079725,0.9999684,0.9999583,0.9999717,0.9920967,0.3107684
586,10.76,0.000010,0.0000003,0.0000002,0.0000013,0.0000006,0.0000014,0.0000259,0.0004509,0.0004485,0.0006403,0.0198060,0.5079853,0.9999697,0.9999603,0.9999726,0.9920912,0.3108049
587,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000248,0.0004396,0.0004427,0.0006171,0.0197764,0.5079876,0.9999713,0.9999616,0.9999750,0.9921076,0.3108426
588,10.78,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000254,0.0004408,0.0004423,0.0006405,0.0197524,0.5079858,0.9999714,0.9999619,0.9999720,0.9921197,0.3108377
589,10.77,0.000010,0.0000003,0.0000002,0.0000013,0.0000006,0.0000014,0.0000264,0.0004324,0.0004348,0.0006183,0.0197352,0.5080066,0.9999728,0.9999635,0.9999744,0.9921308,0.3108734
590,10.74,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000253,0.0004591,0.0004552,0.0006545,0.0197422,0.5080044,0.9999684,0.9999592,0.9999713,0.9921291,0.3108497
591,10.75,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000251,0.0004401,0.0004445,0.0006388,0.0197025,0.5080016,0.9999712,0.9999616,0.9999720,0.9921485,0.3109024
592,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000251,0.0004411,0.0004386,0.0006417,0.0197026,0.5080064,0.9999710,0.9999624,0.9999728,0.9921578,0.3108780
593,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000247,0.0004305,0.0004297,0.0006170,0.0196931,0.5080097,0.9999729,0.9999638,0.9999748,0.9921665,0.3109302
594,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000248,0.0004415,0.0004458,0.0006489,0.0196704,0.5080082,0.9999709,0.9999613,0.9999716,0.9921786,0.3109258
595,11.27,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000253,0.0004356,0.0004395,0.0006189,0.0196719,0.5080070,0.9999719,0.9999624,0.9999746,0.9921801,0.3109039
596,10.78,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000254,0.0004547,0.0004544,0.0006461,0.0196765,0.5080206,0.9999694,0.9999592,0.9999722,0.9921781,0.3109276
597,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000245,0.0004396,0.0004384,0.0006343,0.0196728,0.5080284,0.9999713,0.9999624,0.9999732,0.9921873,0.3109344
598,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000247,0.0004572,0.0004564,0.0006527,0.0196643,0.5080279,0.9999678,0.9999579,0.9999712,0.9922025,0.3109544
599,10.79,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000249,0.0004382,0.0004404,0.0006330,0.0196274,0.5080401,0.9999713,0.9999620,0.9999728,0.9922132,0.3109873
600,10.76,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000014,0.0000254,0.0004212,0.0004189,0.0006002,0.0195845,0.5080383,0.9999746,0.9999661,0.9999774,0.9922423,0.3109692
601,11.00,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000246,0.0004406,0.0004421,0.0006332,0.0196004,0.5080478,0.9999716,0.9999617,0.9999732,0.9922298,0.3109997
602,10.77,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000014,0.0000254,0.0004541,0.0004445,0.0006327,0.0195975,0.5080476,0.9999698,0.9999616,0.9999732,0.9922335,0.3110126
603,10.76,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000246,0.0004313,0.0004300,0.0006191,0.0195656,0.5080512,0.9999728,0.9999639,0.9999741,0.9922598,0.3109997
604,10.79,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000246,0.0004459,0.0004424,0.0006310,0.0195482,0.5080696,0.9999713,0.9999616,0.9999740,0.9922687,0.3109946
605,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000014,0.0000247,0.0004349,0.0004265,0.0006303,0.0195255,0.5080646,0.9999724,0.9999650,0.9999733,0.9922782,0.3110544
606,10.79,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000246,0.0004386,0.0004340,0.0006281,0.0195318,0.5080630,0.9999717,0.9999629,0.9999737,0.9922805,0.3110247
607,10.76,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000014,0.0000247,0.0004483,0.0004445,0.0006355,0.0195450,0.5080717,0.9999703,0.9999608,0.9999729,0.9922720,0.3110348
608,10.80,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000014,0.0000253,0.0004319,0.0004325,0.0006108,0.0195215,0.5080708,0.9999726,0.9999633,0.9999755,0.9922831,0.3110970
609,10.78,0.000010,0.0000003,0.0000002,0.0000013,0.0000006,0.0000014,0.0000252,0.0004494,0.0004482,0.0006596,0.0195185,0.5080710,0.9999701,0.9999616,0.9999710,0.9922910,0.3110869
610,10.75,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000251,0.0004490,0.0004446,0.0006192,0.0194811,0.5080683,0.9999706,0.9999613,0.9999749,0.9923117,0.3111044
611,10.75,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000249,0.0004486,0.0004521,0.0006465,0.0194634,0.5080696,0.9999703,0.9999604,0.9999720,0.9923179,0.3110662
612,10.74,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000247,0.0004462,0.0004440,0.0006375,0.0194534,0.5080840,0.9999708,0.9999614,0.9999726,0.9923228,0.3110810
613,10.74,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000254,0.0004497,0.0004450,0.0006416,0.0194575,0.5080807,0.9999704,0.9999614,0.9999725,0.9923219,0.3111016
614,10.73,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000246,0.0004414,0.0004357,0.0006348,0.0194103,0.5080838,0.9999714,0.9999627,0.9999740,0.9923517,0.3111319
615,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000244,0.0004438,0.0004448,0.0006367,0.0194598,0.5080897,0.9999703,0.9999604,0.9999728,0.9923271,0.3111235
616,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000243,0.0004451,0.0004439,0.0006549,0.0194251,0.5080826,0.9999707,0.9999616,0.9999713,0.9923459,0.3111140
617,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000243,0.0004507,0.0004478,0.0006547,0.0194293,0.5080940,0.9999697,0.9999601,0.9999713,0.9923463,0.3111608
618,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000241,0.0004333,0.0004357,0.0006205,0.0194261,0.5080972,0.9999723,0.9999623,0.9999744,0.9923514,0.3111631
619,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000246,0.0004419,0.0004433,0.0006413,0.0194025,0.5080985,0.9999712,0.9999616,0.9999725,0.9923615,0.3111650
620,10.79,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000245,0.0004442,0.0004434,0.0006577,0.0193731,0.5081124,0.9999709,0.9999620,0.9999707,0.9923770,0.3112022
621,10.76,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000243,0.0004448,0.0004465,0.0006538,0.0193770,0.5081098,0.9999703,0.9999612,0.9999710,0.9923756,0.3112098
622,10.78,0.000010,0.0000003,0.0000002,0.0000013,0.0000006,0.0000014,0.0000255,0.0004523,0.0004491,0.0006603,0.0193435,0.5081210,0.9999696,0.9999606,0.9999710,0.9924021,0.3112046
623,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000248,0.0004290,0.0004363,0.0006146,0.0193476,0.5081221,0.9999729,0.9999624,0.9999753,0.9923979,0.3112156
624,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000251,0.0004405,0.0004439,0.0006522,0.0193284,0.5081232,0.9999713,0.9999617,0.9999711,0.9924090,0.3112501
625,10.80,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000248,0.0004249,0.0004346,0.0006271,0.0192750,0.5081229,0.9999735,0.9999640,0.9999738,0.9924352,0.3112099
626,10.77,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000244,0.0004426,0.0004502,0.0006400,0.0193209,0.5081289,0.9999704,0.9999602,0.9999723,0.9924183,0.3112417
627,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000249,0.0004515,0.0004504,0.0006388,0.0193263,0.5081359,0.9999692,0.9999594,0.9999726,0.9924239,0.3112306
628,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000245,0.0004395,0.0004496,0.0006388,0.0193354,0.5081435,0.9999715,0.9999603,0.9999723,0.9924258,0.3112661
629,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000250,0.0004617,0.0004649,0.0006731,0.0193545,0.5081406,0.9999675,0.9999564,0.9999691,0.9924108,0.3112852
630,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000247,0.0004507,0.0004485,0.0006632,0.0192973,0.5081408,0.9999694,0.9999605,0.9999706,0.9924452,0.3112870
631,10.79,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000250,0.0004333,0.0004397,0.0006327,0.0192775,0.5081417,0.9999717,0.9999623,0.9999731,0.9924610,0.3113080
632,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000245,0.0004484,0.0004487,0.0006208,0.0192714,0.5081541,0.9999699,0.9999596,0.9999750,0.9924665,0.3112963
633,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000242,0.0004511,0.0004529,0.0006367,0.0192413,0.5081592,0.9999695,0.9999596,0.9999731,0.9924767,0.3113055
634,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000243,0.0004550,0.0004582,0.0006562,0.0192620,0.5081468,0.9999687,0.9999580,0.9999710,0.9924693,0.3113090
635,10.75,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000242,0.0004377,0.0004384,0.0006367,0.0191578,0.5081581,0.9999717,0.9999630,0.9999737,0.9925244,0.3113363
636,10.78,0.000010,0.0000003,0.0000002,0.0000011,0.0000006,0.0000014,0.0000245,0.0004411,0.0004472,0.0006526,0.0192386,0.5081674,0.9999710,0.9999610,0.9999713,0.9924915,0.3113692
637,10.82,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000244,0.0004615,0.0004674,0.0006712,0.0192162,0.5081689,0.9999680,0.9999565,0.9999695,0.9925081,0.3113531
638,10.80,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000014,0.0000256,0.0004567,0.0004598,0.0006851,0.0191791,0.5081649,0.9999689,0.9999593,0.9999675,0.9925239,0.3113579
639,10.76,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000243,0.0004347,0.0004453,0.0006349,0.0191464,0.5081629,0.9999723,0.9999621,0.9999729,0.9925411,0.3113602
640,10.75,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000244,0.0004529,0.0004562,0.0006558,0.0191638,0.5081735,0.9999697,0.9999597,0.9999710,0.9925381,0.3113785
641,10.75,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000248,0.0004455,0.0004520,0.0006538,0.0191505,0.5081726,0.9999707,0.9999604,0.9999711,0.9925434,0.3113731
642,10.75,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000243,0.0004487,0.0004531,0.0006656,0.0191422,0.5081815,0.9999700,0.9999597,0.9999698,0.9925530,0.3114020
643,10.75,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000240,0.0004407,0.0004409,0.0006233,0.0191068,0.5081791,0.9999713,0.9999620,0.9999744,0.9925687,0.3114146
